Date,Time,Hour,Day_of_Week,Month,Day_Type,Peak_Hour,Train_ID,Origin_Station,Destination_Station,Route,Passenger_Count,Ticket_Type,Class_Type,Total_Capacity,Available_Seats,Temperature,Rainfall,Weather_Condition,Holiday,Event_Name,True_Label,IF_Pred_Label,IF_Fraud_Label,IF_Risk_Score,SVM_Pred_Label,SVM_Fraud_Label,AE_Pred_Label,AE_Fraud_Label,AE_Reconstruction_Error,Pred_Label,Fraud_Label,Risk_Score,Risk_Level
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T201,Colombo Fort,Galle,1,305,0,2,500,195,26,0,Cloudy,No,,0,0,Normal,16.74,0,Normal,0,Normal,0.0,0,Normal,16.74,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T201,Colombo Fort,Galle,1,352,0,2,500,148,27,0,Cloudy,No,,0,0,Normal,16.81,0,Normal,0,Normal,0.0,0,Normal,16.81,Low
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T202,Colombo Fort,Galle,1,173,1,0,500,327,28,12,Rainy,No,,0,0,Normal,43.5,0,Normal,0,Normal,0.0,0,Normal,43.5,Low
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T202,Colombo Fort,Galle,1,326,0,1,500,174,31,0,Cloudy,No,,0,0,Normal,12.71,0,Normal,0,Normal,0.0,0,Normal,12.71,Low
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T202,Colombo Fort,Galle,1,218,0,1,500,282,28,0,Sunny,No,,0,0,Normal,7.53,0,Normal,0,Normal,0.0,0,Normal,7.53,Low
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T202,Colombo Fort,Galle,1,281,0,1,500,219,28,0,Rainy,No,,0,0,Normal,3.29,0,Normal,0,Normal,0.0,0,Normal,3.29,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T202,Colombo Fort,Galle,1,316,1,0,500,184,29,0,Cloudy,No,,0,0,Normal,16.51,0,Normal,0,Normal,0.0,0,Normal,16.51,Low
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T301,Colombo Fort,Galle,1,158,0,1,500,342,28,0,Sunny,No,,0,0,Normal,20.38,0,Normal,0,Normal,0.0,0,Normal,20.38,Low
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T301,Colombo Fort,Galle,1,311,1,1,500,189,27,0,Sunny,No,,0,0,Normal,13.88,0,Normal,0,Normal,0.0,0,Normal,13.88,Low
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T301,Colombo Fort,Galle,1,204,1,0,500,296,29,0,Cloudy,No,,0,0,Normal,18.67,0,Normal,0,Normal,0.0,0,Normal,18.67,Low
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T301,Colombo Fort,Galle,1,392,1,2,500,108,30,0,Cloudy,No,,0,0,Normal,25.83,0,Normal,0,Normal,0.0,0,Normal,25.83,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T301,Colombo Fort,Galle,1,474,0,0,500,26,30,0,Sunny,Yes,,1,1,Suspicious,65.5,0,Normal,0,Normal,0.0,0,Normal,65.5,Medium
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T101,Colombo Fort,Jaffna,2,151,1,1,500,349,27,0,Sunny,No,,0,0,Normal,22.11,0,Normal,0,Normal,0.0,0,Normal,22.11,Low
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T101,Colombo Fort,Jaffna,2,347,1,0,500,153,32,0,Cloudy,No,,0,0,Normal,23.8,0,Normal,0,Normal,0.0,0,Normal,23.8,Low
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T101,Colombo Fort,Jaffna,2,176,0,2,500,324,32,0,Sunny,No,,0,0,Normal,24.93,0,Normal,0,Normal,0.0,0,Normal,24.93,Low
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T101,Colombo Fort,Jaffna,2,367,0,1,500,133,29,0,Sunny,No,,0,0,Normal,5.49,0,Normal,0,Normal,0.0,0,Normal,5.49,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T101,Colombo Fort,Jaffna,2,373,0,0,500,127,29,20,Rainy,No,,0,0,Normal,62.46,0,Normal,1,Suspicious,0.0,0,Normal,62.46,Medium
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T102,Colombo Fort,Jaffna,2,153,0,2,500,347,28,19,Rainy,No,,0,0,Normal,61.14,0,Normal,1,Suspicious,0.0,0,Normal,61.14,Medium
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T102,Colombo Fort,Jaffna,2,369,1,0,500,131,26,0,Cloudy,No,,0,0,Normal,26.93,0,Normal,0,Normal,0.0,0,Normal,26.93,Low
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T102,Colombo Fort,Jaffna,2,201,1,0,500,299,32,19,Rainy,No,,0,0,Normal,60.31,0,Normal,0,Normal,0.0,0,Normal,60.31,Medium
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T102,Colombo Fort,Jaffna,2,294,1,1,500,206,31,0,Rainy,No,,0,0,Normal,6.49,0,Normal,0,Normal,0.0,0,Normal,6.49,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T102,Colombo Fort,Jaffna,2,319,0,2,500,181,28,0,Sunny,No,,0,0,Normal,13.62,0,Normal,0,Normal,0.0,0,Normal,13.62,Low
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T201,Colombo Fort,Jaffna,2,229,1,1,500,271,32,0,Cloudy,No,,0,0,Normal,22.97,0,Normal,0,Normal,0.0,0,Normal,22.97,Low
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T201,Colombo Fort,Jaffna,2,369,0,2,500,131,31,0,Cloudy,No,,0,0,Normal,21.17,0,Normal,0,Normal,0.0,0,Normal,21.17,Low
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T201,Colombo Fort,Jaffna,2,139,0,2,500,361,29,16,Rainy,No,,0,0,Normal,51.85,0,Normal,0,Normal,0.0,0,Normal,51.85,Medium
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T201,Colombo Fort,Jaffna,2,289,0,0,500,211,32,0,Cloudy,No,,0,0,Normal,14.1,0,Normal,0,Normal,0.0,0,Normal,14.1,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T201,Colombo Fort,Jaffna,2,391,1,1,500,109,31,0,Cloudy,No,,0,0,Normal,20.2,0,Normal,0,Normal,0.0,0,Normal,20.2,Low
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T202,Colombo Fort,Jaffna,2,262,1,2,500,238,31,0,Cloudy,No,,0,0,Normal,24.24,0,Normal,0,Normal,0.0,0,Normal,24.24,Low
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T202,Colombo Fort,Jaffna,2,446,0,1,500,54,27,0,Sunny,No,,0,0,Normal,43.61,0,Normal,0,Normal,0.0,0,Normal,43.61,Low
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T202,Colombo Fort,Jaffna,2,205,0,0,500,295,27,5,Rainy,No,,0,0,Normal,29.56,0,Normal,0,Normal,0.0,0,Normal,29.56,Low
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T202,Colombo Fort,Jaffna,2,308,0,2,500,192,27,9,Rainy,No,,0,0,Normal,32.2,0,Normal,0,Normal,0.0,0,Normal,32.2,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T202,Colombo Fort,Jaffna,2,407,1,0,500,93,28,0,Cloudy,No,,0,0,Normal,31.79,0,Normal,0,Normal,0.0,0,Normal,31.79,Low
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T301,Colombo Fort,Jaffna,2,136,1,0,500,364,30,0,Cloudy,No,,0,0,Normal,30.13,0,Normal,0,Normal,0.0,0,Normal,30.13,Low
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T301,Colombo Fort,Jaffna,2,316,1,2,500,184,28,0,Cloudy,No,,0,0,Normal,14.24,0,Normal,0,Normal,0.0,0,Normal,14.24,Low
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T301,Colombo Fort,Jaffna,2,139,1,0,500,361,27,0,Cloudy,No,,0,0,Normal,28.02,0,Normal,0,Normal,0.0,0,Normal,28.02,Low
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T301,Colombo Fort,Jaffna,2,372,1,0,500,128,30,0,Sunny,No,,0,0,Normal,15.24,0,Normal,0,Normal,0.0,0,Normal,15.24,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T301,Colombo Fort,Jaffna,2,293,1,0,500,207,32,12,Rainy,No,,0,0,Normal,40.46,0,Normal,0,Normal,0.0,0,Normal,40.46,Low
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T101,Colombo Fort,Negombo,5,177,1,2,500,323,26,10,Rainy,No,,0,1,Suspicious,64.22,0,Normal,0,Normal,0.0,0,Normal,64.22,Medium
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T101,Colombo Fort,Negombo,5,304,1,2,500,196,30,4,Rainy,No,,0,0,Normal,43.11,0,Normal,0,Normal,0.0,0,Normal,43.11,Low
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T101,Colombo Fort,Negombo,5,142,0,0,500,358,29,0,Cloudy,No,,0,0,Normal,31.16,0,Normal,0,Normal,0.0,0,Normal,31.16,Low
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T101,Colombo Fort,Negombo,5,356,0,1,500,144,26,4,Rainy,No,,0,0,Normal,38.33,0,Normal,0,Normal,0.0,0,Normal,38.33,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T101,Colombo Fort,Negombo,5,296,1,1,500,204,29,0,Sunny,No,,0,0,Normal,22.12,0,Normal,0,Normal,0.0,0,Normal,22.12,Low
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T102,Colombo Fort,Negombo,5,167,0,0,500,333,26,0,Cloudy,No,,0,0,Normal,41.98,1,Suspicious,0,Normal,0.0,1,Suspicious,41.98,Low
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T102,Colombo Fort,Negombo,5,390,0,0,500,110,30,0,Cloudy,No,,0,0,Normal,37.08,0,Normal,0,Normal,0.0,0,Normal,37.08,Low
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T102,Colombo Fort,Negombo,5,216,1,2,500,284,26,0,Sunny,No,,0,0,Normal,37.41,0,Normal,0,Normal,0.0,0,Normal,37.41,Low
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T102,Colombo Fort,Negombo,5,386,0,1,500,114,28,20,Rainy,No,,0,1,Suspicious,71.85,0,Normal,1,Suspicious,0.0,0,Normal,71.85,Medium
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T102,Colombo Fort,Negombo,5,342,0,1,500,158,27,0,Cloudy,No,,0,0,Normal,17.08,0,Normal,0,Normal,0.0,0,Normal,17.08,Low
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T201,Colombo Fort,Negombo,5,185,1,1,500,315,28,19,Rainy,No,,0,0,Normal,56.65,0,Normal,0,Normal,0.0,0,Normal,56.65,Medium
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T201,Colombo Fort,Negombo,5,413,1,1,500,87,26,0,Cloudy,Yes,,1,0,Normal,48.48,0,Normal,0,Normal,0.0,0,Normal,48.48,Medium
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T201,Colombo Fort,Negombo,5,196,0,2,500,304,32,0,Cloudy,No,,0,0,Normal,35.0,0,Normal,0,Normal,0.0,0,Normal,35.0,Low
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T201,Colombo Fort,Negombo,5,313,0,2,500,187,29,0,Sunny,No,,0,0,Normal,20.02,0,Normal,0,Normal,0.0,0,Normal,20.02,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T201,Colombo Fort,Negombo,5,434,0,0,500,66,31,7,Rainy,Yes,,1,1,Suspicious,76.54,0,Normal,0,Normal,0.0,0,Normal,76.54,High
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T202,Colombo Fort,Negombo,5,266,0,1,500,234,28,0,Cloudy,No,,0,0,Normal,23.44,0,Normal,0,Normal,0.0,0,Normal,23.44,Low
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T202,Colombo Fort,Negombo,5,209,0,1,500,291,31,11,Rainy,No,,0,0,Normal,48.21,0,Normal,1,Suspicious,0.0,0,Normal,48.21,Medium
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T202,Colombo Fort,Negombo,5,240,1,0,500,260,30,0,Sunny,No,,0,0,Normal,24.55,0,Normal,0,Normal,0.0,0,Normal,24.55,Low
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T202,Colombo Fort,Negombo,5,388,0,2,500,112,27,1,Rainy,No,,0,0,Normal,37.5,0,Normal,0,Normal,0.0,0,Normal,37.5,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T202,Colombo Fort,Negombo,5,333,0,1,500,167,30,10,Rainy,No,,0,0,Normal,41.88,0,Normal,0,Normal,0.0,0,Normal,41.88,Low
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T301,Colombo Fort,Negombo,5,318,1,0,500,182,28,0,Cloudy,Yes,,0,0,Normal,32.9,0,Normal,0,Normal,0.0,0,Normal,32.9,Low
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T301,Colombo Fort,Negombo,5,354,0,1,500,146,26,6,Rainy,No,,0,0,Normal,52.41,0,Normal,0,Normal,0.0,0,Normal,52.41,Medium
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T301,Colombo Fort,Negombo,5,237,0,1,500,263,27,0,Sunny,No,,0,0,Normal,15.49,0,Normal,0,Normal,0.0,0,Normal,15.49,Low
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T301,Colombo Fort,Negombo,5,308,0,0,500,192,29,13,Rainy,No,,0,0,Normal,42.34,0,Normal,1,Suspicious,0.0,0,Normal,42.34,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T301,Colombo Fort,Negombo,5,329,0,0,500,171,30,1,Rainy,No,,0,0,Normal,22.71,0,Normal,0,Normal,0.0,0,Normal,22.71,Low
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T101,Colombo Fort,Anuradhapura,0,132,0,0,500,368,28,5,Rainy,No,,0,0,Normal,49.04,0,Normal,0,Normal,0.0,0,Normal,49.04,Medium
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T101,Colombo Fort,Anuradhapura,0,292,1,2,500,208,27,0,Cloudy,No,,0,0,Normal,25.4,0,Normal,0,Normal,0.0,0,Normal,25.4,Low
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T101,Colombo Fort,Anuradhapura,0,252,0,0,500,248,27,11,Rainy,No,,0,0,Normal,40.26,0,Normal,0,Normal,0.0,0,Normal,40.26,Low
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T101,Colombo Fort,Anuradhapura,0,389,1,1,500,111,27,14,Rainy,Yes,,0,0,Normal,50.44,0,Normal,0,Normal,0.0,0,Normal,50.44,Medium
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T101,Colombo Fort,Anuradhapura,0,309,1,2,500,191,28,0,Sunny,No,,0,0,Normal,25.63,0,Normal,0,Normal,0.0,0,Normal,25.63,Low
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T102,Colombo Fort,Anuradhapura,0,170,0,1,500,330,27,4,Rainy,No,,0,0,Normal,36.71,0,Normal,0,Normal,0.0,0,Normal,36.71,Low
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T102,Colombo Fort,Anuradhapura,0,343,1,1,500,157,26,0,Sunny,No,,0,0,Normal,28.5,0,Normal,0,Normal,0.0,0,Normal,28.5,Low
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T102,Colombo Fort,Anuradhapura,0,211,0,1,500,289,30,0,Cloudy,No,,0,0,Normal,16.39,0,Normal,0,Normal,0.0,0,Normal,16.39,Low
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T102,Colombo Fort,Anuradhapura,0,376,0,1,500,124,31,0,Sunny,No,,0,0,Normal,20.96,0,Normal,0,Normal,0.0,0,Normal,20.96,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T102,Colombo Fort,Anuradhapura,0,326,0,2,500,174,30,0,Sunny,No,,0,0,Normal,27.99,0,Normal,0,Normal,0.0,0,Normal,27.99,Low
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T201,Colombo Fort,Anuradhapura,0,93,1,0,500,407,28,20,Rainy,No,,0,1,Suspicious,83.63,1,Suspicious,0,Normal,0.0,1,Suspicious,83.63,High
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T201,Colombo Fort,Anuradhapura,0,342,0,1,500,158,30,0,Sunny,No,,0,0,Normal,23.29,0,Normal,0,Normal,0.0,0,Normal,23.29,Low
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T201,Colombo Fort,Anuradhapura,0,58,0,1,500,442,30,7,Rainy,No,,0,1,Suspicious,77.87,0,Normal,0,Normal,0.0,0,Normal,77.87,High
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T201,Colombo Fort,Anuradhapura,0,256,0,2,500,244,30,0,Cloudy,No,,0,0,Normal,25.59,0,Normal,0,Normal,0.0,0,Normal,25.59,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T201,Colombo Fort,Anuradhapura,0,356,0,1,500,144,31,0,Sunny,No,,0,0,Normal,21.87,0,Normal,0,Normal,0.0,0,Normal,21.87,Low
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T202,Colombo Fort,Anuradhapura,0,213,1,2,500,287,28,0,Cloudy,No,,0,0,Normal,36.09,0,Normal,0,Normal,0.0,0,Normal,36.09,Low
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T202,Colombo Fort,Anuradhapura,0,360,0,2,500,140,31,0,Cloudy,No,,0,0,Normal,34.03,0,Normal,0,Normal,0.0,0,Normal,34.03,Low
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T202,Colombo Fort,Anuradhapura,0,261,1,0,500,239,30,2,Rainy,Yes,,0,0,Normal,29.86,0,Normal,0,Normal,0.0,0,Normal,29.86,Low
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T202,Colombo Fort,Anuradhapura,0,345,1,0,500,155,30,0,Sunny,No,,0,0,Normal,23.48,0,Normal,0,Normal,0.0,0,Normal,23.48,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T202,Colombo Fort,Anuradhapura,0,356,0,0,500,144,29,0,Sunny,No,,0,0,Normal,23.38,0,Normal,0,Normal,0.0,0,Normal,23.38,Low
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T301,Colombo Fort,Anuradhapura,0,145,1,0,500,355,31,0,Sunny,No,,0,0,Normal,34.47,0,Normal,0,Normal,0.0,0,Normal,34.47,Low
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T301,Colombo Fort,Anuradhapura,0,361,0,0,500,139,31,7,Rainy,No,,0,0,Normal,46.71,0,Normal,0,Normal,0.0,0,Normal,46.71,Medium
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T301,Colombo Fort,Anuradhapura,0,208,0,1,500,292,27,0,Sunny,No,,0,0,Normal,16.34,0,Normal,0,Normal,0.0,0,Normal,16.34,Low
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T301,Colombo Fort,Anuradhapura,0,352,1,0,500,148,28,0,Cloudy,No,,0,0,Normal,24.67,0,Normal,0,Normal,0.0,0,Normal,24.67,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T301,Colombo Fort,Anuradhapura,0,362,1,1,500,138,29,3,Rainy,No,,0,0,Normal,30.1,0,Normal,0,Normal,0.0,0,Normal,30.1,Low
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T101,Colombo Fort,Matara,4,108,1,1,500,392,27,0,Cloudy,No,,0,0,Normal,47.67,0,Normal,0,Normal,0.0,0,Normal,47.67,Medium
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T101,Colombo Fort,Matara,4,281,1,1,500,219,28,0,Cloudy,No,,0,0,Normal,16.23,0,Normal,0,Normal,0.0,0,Normal,16.23,Low
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T101,Colombo Fort,Matara,4,221,0,0,500,279,28,0,Sunny,No,,0,0,Normal,13.57,0,Normal,0,Normal,0.0,0,Normal,13.57,Low
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T101,Colombo Fort,Matara,4,379,1,2,500,121,32,3,Rainy,No,,0,0,Normal,46.45,0,Normal,0,Normal,0.0,0,Normal,46.45,Medium
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T101,Colombo Fort,Matara,4,413,0,0,500,87,32,0,Sunny,No,,0,0,Normal,38.43,0,Normal,0,Normal,0.0,0,Normal,38.43,Low
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T102,Colombo Fort,Matara,4,209,0,2,500,291,26,0,Sunny,No,,0,0,Normal,33.11,0,Normal,0,Normal,0.0,0,Normal,33.11,Low
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T102,Colombo Fort,Matara,4,379,0,1,500,121,32,0,Cloudy,No,,0,0,Normal,27.74,0,Normal,0,Normal,0.0,0,Normal,27.74,Low
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T102,Colombo Fort,Matara,4,165,0,2,500,335,28,14,Rainy,No,,0,0,Normal,49.28,0,Normal,0,Normal,0.0,0,Normal,49.28,Medium
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T102,Colombo Fort,Matara,4,292,0,1,500,208,32,0,Cloudy,No,,0,0,Normal,13.27,0,Normal,0,Normal,0.0,0,Normal,13.27,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T102,Colombo Fort,Matara,4,238,0,1,500,262,26,14,Rainy,No,,0,0,Normal,57.42,0,Normal,1,Suspicious,0.0,0,Normal,57.42,Medium
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T201,Colombo Fort,Matara,4,186,1,0,500,314,27,0,Cloudy,No,,0,0,Normal,30.98,0,Normal,0,Normal,0.0,0,Normal,30.98,Low
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T201,Colombo Fort,Matara,4,336,1,0,500,164,26,0,Cloudy,No,,0,0,Normal,29.95,0,Normal,0,Normal,0.0,0,Normal,29.95,Low
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T201,Colombo Fort,Matara,4,249,0,1,500,251,29,8,Rainy,No,,0,0,Normal,24.26,0,Normal,0,Normal,0.0,0,Normal,24.26,Low
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T201,Colombo Fort,Matara,4,449,1,0,500,51,28,14,Rainy,Yes,,1,1,Suspicious,69.04,0,Normal,1,Suspicious,0.0,0,Normal,69.04,Medium
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T201,Colombo Fort,Matara,4,361,1,2,500,139,26,0,Sunny,No,,0,0,Normal,34.49,0,Normal,0,Normal,0.0,0,Normal,34.49,Low
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T202,Colombo Fort,Matara,4,132,0,1,500,368,30,9,Rainy,No,,0,0,Normal,47.32,0,Normal,1,Suspicious,0.0,0,Normal,47.32,Medium
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T202,Colombo Fort,Matara,4,349,1,1,500,151,27,0,Cloudy,No,,0,0,Normal,19.78,0,Normal,0,Normal,0.0,0,Normal,19.78,Low
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T202,Colombo Fort,Matara,4,168,1,1,500,332,30,6,Rainy,No,,0,0,Normal,25.45,0,Normal,0,Normal,0.0,0,Normal,25.45,Low
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T202,Colombo Fort,Matara,4,381,1,0,500,119,27,0,Cloudy,No,,0,0,Normal,26.03,0,Normal,0,Normal,0.0,0,Normal,26.03,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T202,Colombo Fort,Matara,4,262,0,0,500,238,29,13,Rainy,No,,0,0,Normal,42.6,0,Normal,0,Normal,0.0,0,Normal,42.6,Low
2025-04-15,06:00,6,Tuesday,April,Weekday,No,T301,Colombo Fort,Matara,4,146,1,1,500,354,27,0,Sunny,No,,0,0,Normal,30.81,0,Normal,0,Normal,0.0,0,Normal,30.81,Low
2025-04-15,08:00,8,Tuesday,April,Weekday,Yes,T301,Colombo Fort,Matara,4,411,1,1,500,89,27,0,Sunny,No,,0,0,Normal,36.81,0,Normal,0,Normal,0.0,0,Normal,36.81,Low
2025-04-15,12:00,12,Tuesday,April,Weekday,No,T301,Colombo Fort,Matara,4,209,1,0,500,291,26,0,Sunny,No,,0,0,Normal,26.95,0,Normal,0,Normal,0.0,0,Normal,26.95,Low
2025-04-15,17:00,17,Tuesday,April,Weekday,Yes,T301,Colombo Fort,Matara,4,400,0,1,500,100,26,0,Sunny,No,,0,0,Normal,28.28,0,Normal,0,Normal,0.0,0,Normal,28.28,Low
2025-04-15,19:00,19,Tuesday,April,Weekday,Yes,T301,Colombo Fort,Matara,4,318,1,2,500,182,31,0,Cloudy,No,,0,0,Normal,19.45,0,Normal,0,Normal,0.0,0,Normal,19.45,Low
2025-04-16,06:00,6,Wednesday,April,Weekday,No,T101,Colombo Fort,Kandy,3,164,0,0,500,336,26,0,Sunny,No,,0,0,Normal,32.95,0,Normal,0,Normal,0.0,0,Normal,32.95,Low
2025-04-16,08:00,8,Wednesday,April,Weekday,Yes,T101,Colombo Fort,Kandy,3,393,0,2,500,107,29,4,Rainy,No,,0,0,Normal,41.53,0,Normal,0,Normal,0.0,0,Normal,41.53,Low
2025-04-16,12:00,12,Wednesday,April,Weekday,No,T101,Colombo Fort,Kandy,3,338,1,2,500,162,28,0,Sunny,Yes,,0,0,Normal,22.32,0,Normal,0,Normal,0.0,0,Normal,22.32,Low
2025-04-16,17:00,17,Wednesday,April,Weekday,Yes,T101,Colombo Fort,Kandy,3,332,1,1,500,168,32,0,Cloudy,No,,0,0,Normal,12.85,0,Normal,0,Normal,0.0,0,Normal,12.85,Low
2025-04-16,19:00,19,Wednesday,April,Weekday,Yes,T101,Colombo Fort,Kandy,3,329,1,1,500,171,27,0,Sunny,No,,0,0,Normal,10.58,0,Normal,0,Normal,0.0,0,Normal,10.58,Low
2025-04-16,06:00,6,Wednesday,April,Weekday,No,T102,Colombo Fort,Kandy,3,175,0,0,500,325,26,0,Sunny,No,,0,0,Normal,31.45,0,Normal,0,Normal,0.0,0,Normal,31.45,Low
2025-04-16,08:00,8,Wednesday,April,Weekday,Yes,T102,Colombo Fort,Kandy,3,288,1,1,500,212,30,2,Rainy,No,,0,0,Normal,17.29,0,Normal,0,Normal,0.0,0,Normal,17.29,Low
2025-04-16,12:00,12,Wednesday,April,Weekday,No,T102,Colombo Fort,Kandy,3,167,0,0,500,333,31,5,Rainy,No,,0,0,Normal,35.22,0,Normal,0,Normal,0.0,0,Normal,35.22,Low
2025-04-16,17:00,17,Wednesday,April,Weekday,Yes,T102,Colombo Fort,Kandy,3,385,1,2,500,115,27,0,Sunny,No,,0,0,Normal,28.03,0,Normal,0,Normal,0.0,0,Normal,28.03,Low
2025-04-16,19:00,19,Wednesday,April,Weekday,Yes,T102,Colombo Fort,Kandy,3,304,0,0,500,196,26,19,Rainy,No,,0,0,Normal,61.11,1,Suspicious,1,Suspicious,0.0,1,Suspicious,61.11,Medium
2025-04-16,06:00,6,Wednesday,April,Weekday,No,T201,Colombo Fort,Kandy,3,176,1,1,500,324,30,0,Cloudy,No,,0,0,Normal,13.4,0,Normal,0,Normal,0.0,0,Normal,13.4,Low
