Date,Time,Hour,Day_of_Week,Month,Day_Type,Peak_Hour,Train_ID,Origin_Station,Destination_Station,Route,Passenger_Count,Ticket_Type,Class_Type,Total_Capacity,Available_Seats,Temperature,Rainfall,Weather_Condition,Holiday,Event_Name
2025-01-31,06:00,6,Friday,January,Weekday,No,T101,Colombo Fort,Galle,Colombo Fort → Galle,193,Reserved,3rd Class,500,307,26,0,Sunny,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T101,Colombo Fort,Galle,Colombo Fort → Galle,386,Reserved,2nd Class,500,114,29,0,Cloudy,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T101,Colombo Fort,Galle,Colombo Fort → Galle,204,Reserved,3rd Class,500,296,31,0,Rainy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T101,Colombo Fort,Galle,Colombo Fort → Galle,353,Reserved,1st Class,500,147,26,0,Cloudy,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T101,Colombo Fort,Galle,Colombo Fort → Galle,330,Reserved,2nd Class,500,170,29,9,Rainy,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T102,Colombo Fort,Galle,Colombo Fort → Galle,158,Unreserved,1st Class,500,342,32,2,Rainy,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T102,Colombo Fort,Galle,Colombo Fort → Galle,339,Reserved,1st Class,500,161,30,1,Rainy,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T102,Colombo Fort,Galle,Colombo Fort → Galle,217,Unreserved,2nd Class,500,283,31,0,Sunny,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T102,Colombo Fort,Galle,Colombo Fort → Galle,323,Unreserved,1st Class,500,177,28,0,Sunny,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T102,Colombo Fort,Galle,Colombo Fort → Galle,312,Unreserved,1st Class,500,188,30,0,Cloudy,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T201,Colombo Fort,Galle,Colombo Fort → Galle,255,Unreserved,1st Class,500,245,30,5,Rainy,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T201,Colombo Fort,Galle,Colombo Fort → Galle,385,Reserved,1st Class,500,115,28,0,Cloudy,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T201,Colombo Fort,Galle,Colombo Fort → Galle,137,Unreserved,3rd Class,500,363,27,0,Sunny,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T201,Colombo Fort,Galle,Colombo Fort → Galle,325,Reserved,3rd Class,500,175,26,19,Rainy,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T201,Colombo Fort,Galle,Colombo Fort → Galle,501,Reserved,3rd Class,500,0,27,0,Sunny,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T202,Colombo Fort,Galle,Colombo Fort → Galle,170,Unreserved,2nd Class,500,330,32,19,Rainy,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T202,Colombo Fort,Galle,Colombo Fort → Galle,336,Unreserved,2nd Class,500,164,31,0,Sunny,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T202,Colombo Fort,Galle,Colombo Fort → Galle,203,Unreserved,2nd Class,500,297,31,0,Cloudy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T202,Colombo Fort,Galle,Colombo Fort → Galle,381,Reserved,2nd Class,500,119,30,17,Rainy,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T202,Colombo Fort,Galle,Colombo Fort → Galle,345,Unreserved,2nd Class,500,155,28,0,Cloudy,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T301,Colombo Fort,Galle,Colombo Fort → Galle,191,Reserved,1st Class,500,309,30,0,Cloudy,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T301,Colombo Fort,Galle,Colombo Fort → Galle,413,Unreserved,1st Class,500,87,28,0,Sunny,Yes,
2025-01-31,12:00,12,Friday,January,Weekday,No,T301,Colombo Fort,Galle,Colombo Fort → Galle,174,Reserved,1st Class,500,326,31,11,Rainy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T301,Colombo Fort,Galle,Colombo Fort → Galle,350,Reserved,2nd Class,500,150,30,0,Cloudy,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T301,Colombo Fort,Galle,Colombo Fort → Galle,382,Unreserved,3rd Class,500,118,30,0,Cloudy,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T101,Colombo Fort,Jaffna,Colombo Fort → Jaffna,193,Reserved,3rd Class,500,307,28,0,Cloudy,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T101,Colombo Fort,Jaffna,Colombo Fort → Jaffna,406,Reserved,1st Class,500,94,29,0,Sunny,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T101,Colombo Fort,Jaffna,Colombo Fort → Jaffna,167,Reserved,2nd Class,500,333,32,0,Cloudy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T101,Colombo Fort,Jaffna,Colombo Fort → Jaffna,393,Unreserved,3rd Class,500,107,26,2,Rainy,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T101,Colombo Fort,Jaffna,Colombo Fort → Jaffna,314,Reserved,1st Class,500,186,29,0,Rainy,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T102,Colombo Fort,Jaffna,Colombo Fort → Jaffna,243,Unreserved,3rd Class,500,257,29,0,Cloudy,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T102,Colombo Fort,Jaffna,Colombo Fort → Jaffna,348,Unreserved,2nd Class,500,152,29,0,Cloudy,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T102,Colombo Fort,Jaffna,Colombo Fort → Jaffna,246,Reserved,2nd Class,500,254,29,7,Rainy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T102,Colombo Fort,Jaffna,Colombo Fort → Jaffna,375,Unreserved,1st Class,500,125,27,20,Rainy,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T102,Colombo Fort,Jaffna,Colombo Fort → Jaffna,321,Reserved,1st Class,500,179,29,14,Rainy,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T201,Colombo Fort,Jaffna,Colombo Fort → Jaffna,199,Reserved,1st Class,500,301,30,0,Cloudy,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T201,Colombo Fort,Jaffna,Colombo Fort → Jaffna,408,Unreserved,1st Class,500,92,31,0,Cloudy,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T201,Colombo Fort,Jaffna,Colombo Fort → Jaffna,213,Reserved,2nd Class,500,287,30,0,Cloudy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T201,Colombo Fort,Jaffna,Colombo Fort → Jaffna,351,Unreserved,1st Class,500,149,26,0,Cloudy,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T201,Colombo Fort,Jaffna,Colombo Fort → Jaffna,372,Unreserved,3rd Class,500,128,28,0,Sunny,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T202,Colombo Fort,Jaffna,Colombo Fort → Jaffna,110,Unreserved,3rd Class,500,390,27,4,Rainy,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T202,Colombo Fort,Jaffna,Colombo Fort → Jaffna,366,Reserved,1st Class,500,134,31,0,Sunny,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T202,Colombo Fort,Jaffna,Colombo Fort → Jaffna,70,Unreserved,2nd Class,500,430,28,13,Rainy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T202,Colombo Fort,Jaffna,Colombo Fort → Jaffna,236,Reserved,1st Class,500,264,32,16,Rainy,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T202,Colombo Fort,Jaffna,Colombo Fort → Jaffna,306,Unreserved,2nd Class,500,194,31,0,Cloudy,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T301,Colombo Fort,Jaffna,Colombo Fort → Jaffna,162,Unreserved,3rd Class,500,338,27,0,Sunny,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T301,Colombo Fort,Jaffna,Colombo Fort → Jaffna,416,Unreserved,1st Class,500,84,29,0,Cloudy,Yes,
2025-01-31,12:00,12,Friday,January,Weekday,No,T301,Colombo Fort,Jaffna,Colombo Fort → Jaffna,177,Reserved,3rd Class,500,323,26,19,Rainy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T301,Colombo Fort,Jaffna,Colombo Fort → Jaffna,312,Unreserved,3rd Class,500,188,32,0,Sunny,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T301,Colombo Fort,Jaffna,Colombo Fort → Jaffna,273,Reserved,1st Class,500,227,27,7,Rainy,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T101,Colombo Fort,Negombo,Colombo Fort → Negombo,238,Reserved,2nd Class,500,262,27,0,Sunny,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T101,Colombo Fort,Negombo,Colombo Fort → Negombo,391,Reserved,2nd Class,500,109,27,0,Cloudy,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T101,Colombo Fort,Negombo,Colombo Fort → Negombo,166,Reserved,1st Class,500,334,28,0,Sunny,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T101,Colombo Fort,Negombo,Colombo Fort → Negombo,304,Reserved,3rd Class,500,196,32,0,Cloudy,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T101,Colombo Fort,Negombo,Colombo Fort → Negombo,367,Unreserved,1st Class,500,133,27,0,Sunny,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T102,Colombo Fort,Negombo,Colombo Fort → Negombo,295,Unreserved,1st Class,500,205,30,0,Sunny,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T102,Colombo Fort,Negombo,Colombo Fort → Negombo,236,Unreserved,1st Class,500,264,27,12,Rainy,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T102,Colombo Fort,Negombo,Colombo Fort → Negombo,118,Reserved,2nd Class,500,382,29,8,Rainy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T102,Colombo Fort,Negombo,Colombo Fort → Negombo,397,Unreserved,3rd Class,500,103,30,0,Cloudy,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T102,Colombo Fort,Negombo,Colombo Fort → Negombo,381,Reserved,2nd Class,500,119,26,0,Sunny,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T201,Colombo Fort,Negombo,Colombo Fort → Negombo,186,Reserved,3rd Class,500,314,29,0,Cloudy,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T201,Colombo Fort,Negombo,Colombo Fort → Negombo,347,Reserved,3rd Class,500,153,26,0,Cloudy,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T201,Colombo Fort,Negombo,Colombo Fort → Negombo,151,Reserved,1st Class,500,349,26,1,Rainy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T201,Colombo Fort,Negombo,Colombo Fort → Negombo,319,Reserved,2nd Class,500,181,32,17,Rainy,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T201,Colombo Fort,Negombo,Colombo Fort → Negombo,364,Unreserved,3rd Class,500,136,29,0,Cloudy,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T202,Colombo Fort,Negombo,Colombo Fort → Negombo,185,Unreserved,2nd Class,500,315,27,16,Rainy,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T202,Colombo Fort,Negombo,Colombo Fort → Negombo,419,Reserved,3rd Class,500,81,32,0,Sunny,Yes,
2025-01-31,12:00,12,Friday,January,Weekday,No,T202,Colombo Fort,Negombo,Colombo Fort → Negombo,185,Unreserved,2nd Class,500,315,29,12,Rainy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T202,Colombo Fort,Negombo,Colombo Fort → Negombo,356,Unreserved,1st Class,500,144,26,18,Rainy,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T202,Colombo Fort,Negombo,Colombo Fort → Negombo,211,Reserved,3rd Class,500,289,28,0,Rainy,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T301,Colombo Fort,Negombo,Colombo Fort → Negombo,181,Unreserved,2nd Class,500,319,31,0,Cloudy,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T301,Colombo Fort,Negombo,Colombo Fort → Negombo,322,Unreserved,1st Class,500,178,26,0,Sunny,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T301,Colombo Fort,Negombo,Colombo Fort → Negombo,247,Reserved,1st Class,500,253,32,12,Rainy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T301,Colombo Fort,Negombo,Colombo Fort → Negombo,321,Unreserved,1st Class,500,179,28,0,Cloudy,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T301,Colombo Fort,Negombo,Colombo Fort → Negombo,338,Reserved,3rd Class,500,162,31,0,Cloudy,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T101,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,138,Reserved,2nd Class,500,362,30,0,Cloudy,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T101,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,296,Unreserved,1st Class,500,204,26,0,Sunny,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T101,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,207,Reserved,2nd Class,500,293,26,0,Sunny,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T101,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,284,Unreserved,2nd Class,500,216,28,0,Sunny,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T101,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,311,Reserved,2nd Class,500,189,28,0,Cloudy,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,150,Unreserved,1st Class,500,350,32,8,Rainy,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,398,Reserved,2nd Class,500,102,32,0,Sunny,Yes,
2025-01-31,12:00,12,Friday,January,Weekday,No,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,242,Unreserved,1st Class,500,258,26,0,Sunny,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,343,Reserved,1st Class,500,157,30,0,Sunny,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T102,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,365,Reserved,3rd Class,500,135,29,0,Sunny,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T201,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,191,Reserved,1st Class,500,309,32,14,Rainy,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T201,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,298,Reserved,2nd Class,500,202,30,20,Rainy,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T201,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,165,Reserved,1st Class,500,335,26,14,Rainy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T201,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,392,Unreserved,2nd Class,500,108,27,0,Sunny,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T201,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,343,Unreserved,1st Class,500,157,30,0,Cloudy,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T202,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,258,Reserved,2nd Class,500,242,29,0,Sunny,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T202,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,400,Unreserved,2nd Class,500,100,27,0,Sunny,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T202,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,171,Unreserved,2nd Class,500,329,29,0,Cloudy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T202,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,340,Reserved,3rd Class,500,160,30,0,Cloudy,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T202,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,293,Reserved,1st Class,500,207,28,0,Cloudy,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T301,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,247,Unreserved,1st Class,500,253,31,0,Sunny,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T301,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,360,Reserved,3rd Class,500,140,26,0,Cloudy,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T301,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,219,Reserved,3rd Class,500,281,29,0,Sunny,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T301,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,379,Unreserved,2nd Class,500,121,29,0,Cloudy,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T301,Colombo Fort,Anuradhapura,Colombo Fort → Anuradhapura,373,Reserved,2nd Class,500,127,30,0,Sunny,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T101,Colombo Fort,Matara,Colombo Fort → Matara,206,Reserved,3rd Class,500,294,31,0,Sunny,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T101,Colombo Fort,Matara,Colombo Fort → Matara,297,Unreserved,3rd Class,500,203,30,0,Cloudy,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T101,Colombo Fort,Matara,Colombo Fort → Matara,137,Unreserved,1st Class,500,363,27,6,Rainy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T101,Colombo Fort,Matara,Colombo Fort → Matara,281,Unreserved,1st Class,500,219,31,0,Cloudy,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T101,Colombo Fort,Matara,Colombo Fort → Matara,413,Unreserved,3rd Class,500,87,28,0,Cloudy,Yes,
2025-01-31,06:00,6,Friday,January,Weekday,No,T102,Colombo Fort,Matara,Colombo Fort → Matara,257,Reserved,3rd Class,500,243,26,0,Sunny,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T102,Colombo Fort,Matara,Colombo Fort → Matara,358,Reserved,3rd Class,500,142,28,0,Cloudy,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T102,Colombo Fort,Matara,Colombo Fort → Matara,211,Unreserved,2nd Class,500,289,30,0,Cloudy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T102,Colombo Fort,Matara,Colombo Fort → Matara,375,Reserved,2nd Class,500,125,31,7,Rainy,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T102,Colombo Fort,Matara,Colombo Fort → Matara,344,Reserved,1st Class,500,156,29,0,Cloudy,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T201,Colombo Fort,Matara,Colombo Fort → Matara,174,Unreserved,2nd Class,500,326,27,16,Rainy,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T201,Colombo Fort,Matara,Colombo Fort → Matara,293,Unreserved,1st Class,500,207,30,0,Sunny,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T201,Colombo Fort,Matara,Colombo Fort → Matara,156,Unreserved,3rd Class,500,344,26,10,Rainy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T201,Colombo Fort,Matara,Colombo Fort → Matara,307,Reserved,3rd Class,500,193,28,0,Cloudy,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T201,Colombo Fort,Matara,Colombo Fort → Matara,282,Reserved,2nd Class,500,218,26,6,Rainy,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T202,Colombo Fort,Matara,Colombo Fort → Matara,264,Reserved,2nd Class,500,236,32,0,Cloudy,Yes,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T202,Colombo Fort,Matara,Colombo Fort → Matara,288,Unreserved,2nd Class,500,212,31,0,Sunny,No,
2025-01-31,12:00,12,Friday,January,Weekday,No,T202,Colombo Fort,Matara,Colombo Fort → Matara,188,Reserved,2nd Class,500,312,26,9,Rainy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T202,Colombo Fort,Matara,Colombo Fort → Matara,307,Unreserved,2nd Class,500,193,31,0,Sunny,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T202,Colombo Fort,Matara,Colombo Fort → Matara,382,Unreserved,3rd Class,500,118,27,0,Cloudy,No,
2025-01-31,06:00,6,Friday,January,Weekday,No,T301,Colombo Fort,Matara,Colombo Fort → Matara,189,Unreserved,1st Class,500,311,31,0,Sunny,No,
2025-01-31,08:00,8,Friday,January,Weekday,Yes,T301,Colombo Fort,Matara,Colombo Fort → Matara,380,Reserved,3rd Class,500,120,26,18,Rainy,Yes,
2025-01-31,12:00,12,Friday,January,Weekday,No,T301,Colombo Fort,Matara,Colombo Fort → Matara,255,Reserved,2nd Class,500,245,29,0,Cloudy,No,
2025-01-31,17:00,17,Friday,January,Weekday,Yes,T301,Colombo Fort,Matara,Colombo Fort → Matara,354,Unreserved,2nd Class,500,146,27,0,Sunny,No,
2025-01-31,19:00,19,Friday,January,Weekday,Yes,T301,Colombo Fort,Matara,Colombo Fort → Matara,252,Reserved,3rd Class,500,248,26,10,Rainy,No,
2025-02-01,06:00,6,Saturday,February,Weekend,No,T101,Colombo Fort,Kandy,Colombo Fort → Kandy,150,Reserved,2nd Class,500,350,27,0,Rainy,No,
2025-02-01,08:00,8,Saturday,February,Weekend,Yes,T101,Colombo Fort,Kandy,Colombo Fort → Kandy,380,Unreserved,2nd Class,500,120,31,0,Sunny,No,
2025-02-01,12:00,12,Saturday,February,Weekend,No,T101,Colombo Fort,Kandy,Colombo Fort → Kandy,50,Unreserved,2nd Class,500,450,32,8,Rainy,No,
2025-02-01,17:00,17,Saturday,February,Weekend,Yes,T101,Colombo Fort,Kandy,Colombo Fort → Kandy,264,Reserved,3rd Class,500,236,28,0,Cloudy,No,
2025-02-01,19:00,19,Saturday,February,Weekend,Yes,T101,Colombo Fort,Kandy,Colombo Fort → Kandy,181,Reserved,2nd Class,500,319,30,11,Rainy,No,
2025-02-01,06:00,6,Saturday,February,Weekend,No,T102,Colombo Fort,Kandy,Colombo Fort → Kandy,132,Reserved,3rd Class,500,368,32,0,Sunny,No,
2025-02-01,08:00,8,Saturday,February,Weekend,Yes,T102,Colombo Fort,Kandy,Colombo Fort → Kandy,328,Reserved,2nd Class,500,172,28,0,Cloudy,No,
2025-02-01,12:00,12,Saturday,February,Weekend,No,T102,Colombo Fort,Kandy,Colombo Fort → Kandy,131,Reserved,3rd Class,500,369,27,0,Cloudy,No,
2025-02-01,17:00,17,Saturday,February,Weekend,Yes,T102,Colombo Fort,Kandy,Colombo Fort → Kandy,286,Reserved,1st Class,500,214,29,13,Rainy,No,
2025-02-01,19:00,19,Saturday,February,Weekend,Yes,T102,Colombo Fort,Kandy,Colombo Fort → Kandy,249,Reserved,3rd Class,500,251,30,0,Rainy,No,
2025-02-01,06:00,6,Saturday,February,Weekend,No,T201,Colombo Fort,Kandy,Colombo Fort → Kandy,71,Reserved,2nd Class,500,429,28,6,Rainy,No,
2025-02-01,08:00,8,Saturday,February,Weekend,Yes,T201,Colombo Fort,Kandy,Colombo Fort → Kandy,275,Reserved,3rd Class,500,225,29,0,Sunny,No,
2025-02-01,12:00,12,Saturday,February,Weekend,No,T201,Colombo Fort,Kandy,Colombo Fort → Kandy,128,Unreserved,1st Class,500,372,29,0,Sunny,No,
2025-02-01,17:00,17,Saturday,February,Weekend,Yes,T201,Colombo Fort,Kandy,Colombo Fort → Kandy,329,Reserved,2nd Class,500,171,27,0,Sunny,No,
2025-02-01,19:00,19,Saturday,February,Weekend,Yes,T201,Colombo Fort,Kandy,Colombo Fort → Kandy,298,Reserved,3rd Class,500,202,29,19,Rainy,No,
2025-02-01,06:00,6,Saturday,February,Weekend,No,T202,Colombo Fort,Kandy,Colombo Fort → Kandy,104,Unreserved,1st Class,500,396,32,5,Rainy,No,
2025-02-01,08:00,8,Saturday,February,Weekend,Yes,T202,Colombo Fort,Kandy,Colombo Fort → Kandy,327,Unreserved,3rd Class,500,173,26,0,Cloudy,Yes,
2025-02-01,12:00,12,Saturday,February,Weekend,No,T202,Colombo Fort,Kandy,Colombo Fort → Kandy,191,Unreserved,1st Class,500,309,28,0,Sunny,No,
2025-02-01,17:00,17,Saturday,February,Weekend,Yes,T202,Colombo Fort,Kandy,Colombo Fort → Kandy,402,Unreserved,1st Class,500,98,32,0,Sunny,Yes,
2025-02-01,19:00,19,Saturday,February,Weekend,Yes,T202,Colombo Fort,Kandy,Colombo Fort → Kandy,341,Reserved,1st Class,500,159,28,0,Sunny,No,
2025-02-01,06:00,6,Saturday,February,Weekend,No,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,50,Reserved,2nd Class,500,450,30,18,Rainy,No,
2025-02-01,08:00,8,Saturday,February,Weekend,Yes,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,253,Unreserved,3rd Class,500,247,26,0,Cloudy,No,
2025-02-01,12:00,12,Saturday,February,Weekend,No,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,123,Unreserved,1st Class,500,377,27,9,Rainy,No,
2025-02-01,17:00,17,Saturday,February,Weekend,Yes,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,290,Unreserved,1st Class,500,210,26,16,Rainy,No,
2025-02-01,19:00,19,Saturday,February,Weekend,Yes,T301,Colombo Fort,Kandy,Colombo Fort → Kandy,319,Reserved,3rd Class,500,181,31,16,Rainy,No,
2025-02-01,06:00,6,Saturday,February,Weekend,No,T101,Colombo Fort,Galle,Colombo Fort → Galle,78,Reserved,1st Class,500,422,32,0,Cloudy,No,
2025-02-01,08:00,8,Saturday,February,Weekend,Yes,T101,Colombo Fort,Galle,Colombo Fort → Galle,312,Reserved,2nd Class,500,188,28,0,Cloudy,No,
2025-02-01,12:00,12,Saturday,February,Weekend,No,T101,Colombo Fort,Galle,Colombo Fort → Galle,175,Reserved,3rd Class,500,325,27,0,Cloudy,No,
2025-02-01,17:00,17,Saturday,February,Weekend,Yes,T101,Colombo Fort,Galle,Colombo Fort → Galle,271,Unreserved,2nd Class,500,229,31,0,Sunny,No,
2025-02-01,19:00,19,Saturday,February,Weekend,Yes,T101,Colombo Fort,Galle,Colombo Fort → Galle,329,Unreserved,2nd Class,500,171,26,6,Rainy,No,
2025-02-01,06:00,6,Saturday,February,Weekend,No,T102,Colombo Fort,Galle,Colombo Fort → Galle,174,Unreserved,1st Class,500,326,26,0,Sunny,No,
2025-02-01,08:00,8,Saturday,February,Weekend,Yes,T102,Colombo Fort,Galle,Colombo Fort → Galle,401,Unreserved,3rd Class,500,99,27,0,Sunny,Yes,
2025-02-01,12:00,12,Saturday,February,Weekend,No,T102,Colombo Fort,Galle,Colombo Fort → Galle,170,Unreserved,2nd Class,500,330,26,0,Sunny,No,
2025-02-01,17:00,17,Saturday,February,Weekend,Yes,T102,Colombo Fort,Galle,Colombo Fort → Galle,242,Unreserved,3rd Class,500,258,26,19,Rainy,No,
2025-02-01,19:00,19,Saturday,February,Weekend,Yes,T102,Colombo Fort,Galle,Colombo Fort → Galle,269,Unreserved,1st Class,500,231,32,0,Sunny,No,
