date,route,train_type,class,base_capacity,predicted_demand,allocated_seats,actual_tickets_sold,seat_utilization_pct
2024-04-12,Colombo Fort - Ratnapura,Slow/Local,3rd Class,325,314,336,322,93.45
2024-04-12,Colombo Fort - Trincomalee,Express,1st Class,45,42,42,37,100.0
2024-04-12,Colombo Fort - Trincomalee,Express,2nd Class,270,247,247,200,100.0
2024-04-12,Colombo Fort - Trincomalee,Express,3rd Class,585,555,611,403,90.83
2024-04-12,Colombo Fort - Trincomalee,Slow/Local,1st Class,25,23,23,25,100.0
2024-04-12,Colombo Fort - Trincomalee,Slow/Local,2nd Class,150,139,139,144,100.0
2024-04-12,Colombo Fort - Trincomalee,Slow/Local,3rd Class,325,301,338,325,89.05
2024-04-12,Kandy - Badulla,Express,1st Class,45,42,42,43,100.0
2024-04-12,Kandy - Badulla,Express,2nd Class,270,247,247,270,100.0
2024-04-12,Kandy - Badulla,Express,3rd Class,585,563,611,567,92.14
2024-04-12,Maradana - Avissawella,Night Mail,1st Class,32,30,30,32,100.0
2024-04-12,Maradana - Avissawella,Night Mail,2nd Class,195,181,181,194,100.0
2024-04-12,Maradana - Avissawella,Night Mail,3rd Class,422,392,438,396,89.5
2024-04-13,Colombo Fort - Badulla,Express,1st Class,45,40,40,45,100.0
2024-04-13,Colombo Fort - Badulla,Express,2nd Class,270,245,245,270,100.0
2024-04-13,Colombo Fort - Badulla,Express,3rd Class,585,551,615,585,89.59
2024-04-13,Colombo Fort - Galle,Slow/Local,1st Class,25,24,24,24,100.0
2024-04-13,Colombo Fort - Galle,Slow/Local,2nd Class,150,141,141,147,100.0
2024-04-13,Colombo Fort - Galle,Slow/Local,3rd Class,325,315,335,316,94.03
2024-04-13,Colombo Fort - Jaffna,Express,1st Class,45,42,42,45,100.0
2024-04-13,Colombo Fort - Jaffna,Express,2nd Class,270,258,258,270,100.0
2024-04-13,Colombo Fort - Jaffna,Express,3rd Class,585,572,600,577,95.33
2024-04-13,Colombo Fort - Kandy,Intercity,1st Class,37,35,35,37,100.0
2024-04-13,Colombo Fort - Kandy,Intercity,2nd Class,225,216,216,213,100.0
2024-04-13,Colombo Fort - Kandy,Intercity,3rd Class,487,463,498,483,92.97
2024-04-13,Colombo Fort - Puttalam,Express,1st Class,45,42,42,44,100.0
2024-04-13,Colombo Fort - Puttalam,Express,2nd Class,270,245,245,257,100.0
2024-04-13,Colombo Fort - Puttalam,Express,3rd Class,585,555,613,581,90.54
2024-04-13,Colombo Fort - Puttalam,Intercity,1st Class,37,35,35,34,100.0
2024-04-13,Colombo Fort - Puttalam,Intercity,2nd Class,225,217,217,225,100.0
2024-04-13,Colombo Fort - Puttalam,Intercity,3rd Class,487,459,497,487,92.35
2024-04-13,Kandy - Badulla,Night Mail,1st Class,32,33,33,31,100.0
2024-04-13,Kandy - Badulla,Night Mail,2nd Class,195,186,186,187,100.0
2024-04-13,Kandy - Badulla,Night Mail,3rd Class,422,400,430,404,93.02
2024-04-13,Kandy - Badulla,Slow/Local,1st Class,25,23,23,25,100.0
2024-04-13,Kandy - Badulla,Slow/Local,2nd Class,150,140,140,148,100.0
2024-04-13,Kandy - Badulla,Slow/Local,3rd Class,325,312,337,325,92.58
2024-04-13,Maradana - Avissawella,Slow/Local,1st Class,25,23,23,25,100.0
2024-04-13,Maradana - Avissawella,Slow/Local,2nd Class,150,141,141,150,100.0
2024-04-13,Maradana - Avissawella,Slow/Local,3rd Class,325,312,336,325,92.86
2024-04-14,Colombo Fort - Batticaloa,Intercity,1st Class,37,35,35,37,100.0
2024-04-14,Colombo Fort - Batticaloa,Intercity,2nd Class,225,215,215,225,100.0
2024-04-14,Colombo Fort - Batticaloa,Intercity,3rd Class,487,466,499,472,93.39
2024-04-14,Colombo Fort - Jaffna,Slow/Local,1st Class,25,24,24,25,100.0
2024-04-14,Colombo Fort - Jaffna,Slow/Local,2nd Class,150,142,142,150,100.0
2024-04-14,Colombo Fort - Jaffna,Slow/Local,3rd Class,325,314,334,316,94.01
2024-04-14,Colombo Fort - Kandy,Express,1st Class,45,42,42,41,100.0
2024-04-14,Colombo Fort - Kandy,Express,2nd Class,270,251,251,250,100.0
2024-04-14,Colombo Fort - Kandy,Express,3rd Class,585,567,607,585,93.41
2024-04-14,Colombo Fort - Matara,Intercity,1st Class,37,35,35,37,100.0
2024-04-14,Colombo Fort - Matara,Intercity,2nd Class,225,216,216,225,100.0
2024-04-14,Colombo Fort - Matara,Intercity,3rd Class,487,459,498,487,92.17
2024-04-14,Colombo Fort - Matara,Slow/Local,1st Class,25,24,24,25,100.0
2024-04-14,Colombo Fort - Matara,Slow/Local,2nd Class,150,141,141,147,100.0
2024-04-14,Colombo Fort - Matara,Slow/Local,3rd Class,325,312,335,308,93.13
2024-04-14,Colombo Fort - Negombo,Intercity,1st Class,37,34,34,37,100.0
2024-04-14,Colombo Fort - Negombo,Intercity,2nd Class,225,211,211,220,100.0
2024-04-14,Colombo Fort - Negombo,Intercity,3rd Class,487,456,504,487,90.48
2024-04-14,Colombo Fort - Ratnapura,Intercity,1st Class,37,34,34,37,100.0
2024-04-14,Colombo Fort - Ratnapura,Intercity,2nd Class,225,208,208,220,100.0
2024-04-14,Colombo Fort - Ratnapura,Intercity,3rd Class,487,453,507,432,89.35
2024-04-14,Kandy - Badulla,Express,1st Class,45,42,42,45,100.0
2024-04-14,Kandy - Badulla,Express,2nd Class,270,253,253,265,100.0
2024-04-14,Kandy - Badulla,Express,3rd Class,585,565,605,585,93.39
2024-04-14,Maradana - Avissawella,Slow/Local,1st Class,25,23,23,25,100.0
2024-04-14,Maradana - Avissawella,Slow/Local,2nd Class,150,141,141,150,100.0
2024-04-14,Maradana - Avissawella,Slow/Local,3rd Class,325,313,336,325,93.15
2024-04-15,Colombo Fort - Anuradhapura,Express,1st Class,45,40,54,45,74.07
2024-04-15,Colombo Fort - Anuradhapura,Express,2nd Class,270,244,324,270,75.31
2024-04-15,Colombo Fort - Anuradhapura,Express,3rd Class,585,514,522,585,98.47
2024-04-15,Colombo Fort - Anuradhapura,Slow/Local,1st Class,25,23,23,25,100.0
2024-04-15,Colombo Fort - Anuradhapura,Slow/Local,2nd Class,150,136,136,144,100.0
2024-04-15,Colombo Fort - Anuradhapura,Slow/Local,3rd Class,325,291,341,325,85.34
2024-04-15,Colombo Fort - Badulla,Slow/Local,1st Class,25,22,22,18,100.0
2024-04-15,Colombo Fort - Badulla,Slow/Local,2nd Class,150,135,135,122,100.0
2024-04-15,Colombo Fort - Badulla,Slow/Local,3rd Class,325,291,343,274,84.84
2024-04-15,Colombo Fort - Galle,Intercity,1st Class,37,34,34,37,100.0
2024-04-15,Colombo Fort - Galle,Intercity,2nd Class,225,200,200,220,100.0
2024-04-15,Colombo Fort - Galle,Intercity,3rd Class,487,456,515,475,88.54
2024-04-15,Colombo Fort - Kandy,Intercity,1st Class,37,34,34,26,100.0
2024-04-15,Colombo Fort - Kandy,Intercity,2nd Class,225,203,203,149,100.0
2024-04-15,Colombo Fort - Kandy,Intercity,3rd Class,487,458,512,300,89.45
2024-04-15,Colombo Fort - Kurunegala,Intercity,1st Class,37,34,34,34,100.0
2024-04-15,Colombo Fort - Kurunegala,Intercity,2nd Class,225,201,201,186,100.0
2024-04-15,Colombo Fort - Kurunegala,Intercity,3rd Class,487,452,514,435,87.94
2024-04-15,Colombo Fort - Kurunegala,Slow/Local,1st Class,25,23,30,24,76.67
2024-04-15,Colombo Fort - Kurunegala,Slow/Local,2nd Class,150,136,180,139,75.56
2024-04-15,Colombo Fort - Kurunegala,Slow/Local,3rd Class,325,290,290,313,100.0
2024-04-15,Colombo Fort - Negombo,Intercity,1st Class,37,33,33,37,100.0
2024-04-15,Colombo Fort - Negombo,Intercity,2nd Class,225,199,199,225,100.0
2024-04-15,Colombo Fort - Negombo,Intercity,3rd Class,487,444,517,487,85.88
2024-04-15,Colombo Fort - Negombo,Night Mail,1st Class,32,27,38,32,71.05
2024-04-15,Colombo Fort - Negombo,Night Mail,2nd Class,195,170,234,195,72.65
2024-04-15,Colombo Fort - Negombo,Night Mail,3rd Class,422,366,377,412,97.08
2024-04-15,Colombo Fort - Puttalam,Express,1st Class,45,42,42,43,100.0
2024-04-15,Colombo Fort - Puttalam,Express,2nd Class,270,223,223,261,100.0
2024-04-15,Colombo Fort - Puttalam,Express,3rd Class,585,548,635,563,86.3
2024-04-15,Kandy - Badulla,Express,1st Class,45,42,42,40,100.0
2024-04-15,Kandy - Badulla,Express,2nd Class,270,243,243,257,100.0
2024-04-15,Kandy - Badulla,Express,3rd Class,585,557,615,549,90.57
2024-04-16,Colombo Fort - Anuradhapura,Night Mail,1st Class,32,28,38,30,73.68
2024-04-16,Colombo Fort - Anuradhapura,Night Mail,2nd Class,195,161,234,186,68.8
2024-04-16,Colombo Fort - Anuradhapura,Night Mail,3rd Class,422,345,377,422,91.51
2024-04-16,Colombo Fort - Badulla,Slow/Local,1st Class,25,21,30,25,70.0
2024-04-16,Colombo Fort - Badulla,Slow/Local,2nd Class,150,133,180,135,73.89
2024-04-16,Colombo Fort - Badulla,Slow/Local,3rd Class,325,288,290,319,99.31
2024-04-16,Colombo Fort - Batticaloa,Slow/Local,1st Class,25,22,30,25,73.33
2024-04-16,Colombo Fort - Batticaloa,Slow/Local,2nd Class,150,134,180,147,74.44
2024-04-16,Colombo Fort - Batticaloa,Slow/Local,3rd Class,325,289,290,311,99.66
2024-04-16,Colombo Fort - Jaffna,Intercity,1st Class,37,33,33,35,100.0
2024-04-16,Colombo Fort - Jaffna,Intercity,2nd Class,225,201,201,207,100.0
2024-04-16,Colombo Fort - Jaffna,Intercity,3rd Class,487,447,515,466,86.8
2024-04-16,Colombo Fort - Jaffna,Night Mail,1st Class,32,27,38,30,71.05
2024-04-16,Colombo Fort - Jaffna,Night Mail,2nd Class,195,164,234,154,70.09
2024-04-16,Colombo Fort - Jaffna,Night Mail,3rd Class,422,350,377,361,92.84
2024-04-16,Colombo Fort - Jaffna,Slow/Local,1st Class,25,23,23,25,100.0
2024-04-16,Colombo Fort - Jaffna,Slow/Local,2nd Class,150,137,137,147,100.0
2024-04-16,Colombo Fort - Jaffna,Slow/Local,3rd Class,325,291,340,316,85.59
2024-04-16,Colombo Fort - Negombo,Slow/Local,1st Class,25,23,30,25,76.67
2024-04-16,Colombo Fort - Negombo,Slow/Local,2nd Class,150,132,180,150,73.33
2024-04-16,Colombo Fort - Negombo,Slow/Local,3rd Class,325,288,290,314,99.31
2024-04-16,Colombo Fort - Puttalam,Express,1st Class,45,42,42,42,100.0
2024-04-16,Colombo Fort - Puttalam,Express,2nd Class,270,231,231,270,100.0
2024-04-16,Colombo Fort - Puttalam,Express,3rd Class,585,557,627,581,88.84
2024-04-16,Colombo Fort - Vavuniya,Slow/Local,1st Class,25,23,30,25,76.67
2024-04-16,Colombo Fort - Vavuniya,Slow/Local,2nd Class,150,134,180,150,74.44
2024-04-16,Colombo Fort - Vavuniya,Slow/Local,3rd Class,325,289,290,320,99.66
2024-04-16,Maradana - Avissawella,Express,1st Class,45,41,54,44,75.93
2024-04-16,Maradana - Avissawella,Express,2nd Class,270,224,324,270,69.14
2024-04-16,Maradana - Avissawella,Express,3rd Class,585,487,522,585,93.3
2024-04-17,Colombo Fort - Batticaloa,Intercity,1st Class,37,34,34,36,100.0
2024-04-17,Colombo Fort - Batticaloa,Intercity,2nd Class,225,202,202,225,100.0
2024-04-17,Colombo Fort - Batticaloa,Intercity,3rd Class,487,454,513,465,88.5
2024-04-17,Colombo Fort - Batticaloa,Slow/Local,1st Class,25,23,30,25,76.67
2024-04-17,Colombo Fort - Batticaloa,Slow/Local,2nd Class,150,135,180,142,75.0
2024-04-17,Colombo Fort - Batticaloa,Slow/Local,3rd Class,325,290,290,317,100.0
2024-04-17,Colombo Fort - Kandy,Intercity,1st Class,37,33,33,35,100.0
2024-04-17,Colombo Fort - Kandy,Intercity,2nd Class,225,190,190,213,100.0
2024-04-17,Colombo Fort - Kandy,Intercity,3rd Class,487,446,526,454,84.79
2024-04-17,Colombo Fort - Kandy,Slow/Local,1st Class,25,22,30,23,73.33
2024-04-17,Colombo Fort - Kandy,Slow/Local,2nd Class,150,133,180,150,73.89
2024-04-17,Colombo Fort - Kandy,Slow/Local,3rd Class,325,290,290,314,100.0
2024-04-17,Colombo Fort - Negombo,Slow/Local,1st Class,25,23,30,25,76.67
2024-04-17,Colombo Fort - Negombo,Slow/Local,2nd Class,150,130,180,150,72.22
2024-04-17,Colombo Fort - Negombo,Slow/Local,3rd Class,325,288,290,325,99.31
2024-04-17,Maradana - Avissawella,Express,1st Class,45,42,42,45,100.0
2024-04-17,Maradana - Avissawella,Express,2nd Class,270,237,237,270,100.0
2024-04-17,Maradana - Avissawella,Express,3rd Class,585,545,621,547,87.76
2024-04-17,Maradana - Avissawella,Slow/Local,1st Class,25,23,30,24,76.67
2024-04-17,Maradana - Avissawella,Slow/Local,2nd Class,150,134,180,150,74.44
2024-04-17,Maradana - Avissawella,Slow/Local,3rd Class,325,288,290,321,99.31
2024-04-18,Colombo Fort - Anuradhapura,Night Mail,1st Class,32,28,38,29,73.68
2024-04-18,Colombo Fort - Anuradhapura,Night Mail,2nd Class,195,167,234,164,71.37
2024-04-18,Colombo Fort - Anuradhapura,Night Mail,3rd Class,422,348,377,378,92.31
2024-04-18,Colombo Fort - Badulla,Intercity,1st Class,37,34,34,37,100.0
2024-04-18,Colombo Fort - Badulla,Intercity,2nd Class,225,204,204,225,100.0
2024-04-18,Colombo Fort - Badulla,Intercity,3rd Class,487,438,511,475,85.71
2024-04-18,Colombo Fort - Batticaloa,Slow/Local,1st Class,25,23,30,25,76.67
2024-04-18,Colombo Fort - Batticaloa,Slow/Local,2nd Class,150,136,180,150,75.56
2024-04-18,Colombo Fort - Batticaloa,Slow/Local,3rd Class,325,289,290,325,99.66
2024-04-18,Colombo Fort - Galle,Intercity,1st Class,37,34,34,27,100.0
2024-04-18,Colombo Fort - Galle,Intercity,2nd Class,225,205,205,159,100.0
2024-04-18,Colombo Fort - Galle,Intercity,3rd Class,487,458,510,368,89.8
2024-04-18,Colombo Fort - Kurunegala,Express,1st Class,45,41,41,45,100.0
2024-04-18,Colombo Fort - Kurunegala,Express,2nd Class,270,242,242,270,100.0
2024-04-18,Colombo Fort - Kurunegala,Express,3rd Class,585,553,617,510,89.63
2024-04-18,Colombo Fort - Kurunegala,Intercity,1st Class,37,34,34,37,100.0
2024-04-18,Colombo Fort - Kurunegala,Intercity,2nd Class,225,199,199,207,100.0
2024-04-18,Colombo Fort - Kurunegala,Intercity,3rd Class,487,448,516,487,86.82
2024-04-18,Colombo Fort - Kurunegala,Night Mail,1st Class,32,26,38,23,68.42
2024-04-18,Colombo Fort - Kurunegala,Night Mail,2nd Class,195,176,234,147,75.21
2024-04-18,Colombo Fort - Kurunegala,Night Mail,3rd Class,422,322,377,329,85.41
2024-04-18,Colombo Fort - Negombo,Express,1st Class,45,41,41,41,100.0
2024-04-18,Colombo Fort - Negombo,Express,2nd Class,270,238,238,231,100.0
2024-04-18,Colombo Fort - Negombo,Express,3rd Class,585,550,621,556,88.57
2024-04-18,Colombo Fort - Puttalam,Intercity,1st Class,37,34,34,37,100.0
2024-04-18,Colombo Fort - Puttalam,Intercity,2nd Class,225,205,205,225,100.0
2024-04-18,Colombo Fort - Puttalam,Intercity,3rd Class,487,455,510,487,89.22
2024-04-18,Kandy - Badulla,Express,1st Class,45,42,42,44,100.0
2024-04-18,Kandy - Badulla,Express,2nd Class,270,243,243,270,100.0
2024-04-18,Kandy - Badulla,Express,3rd Class,585,558,615,540,90.73
2024-04-18,Kandy - Badulla,Slow/Local,1st Class,25,23,30,23,76.67
2024-04-18,Kandy - Badulla,Slow/Local,2nd Class,150,135,180,146,75.0
2024-04-18,Kandy - Badulla,Slow/Local,3rd Class,325,288,290,296,99.31
2024-04-18,Maradana - Avissawella,Slow/Local,1st Class,25,23,30,24,76.67
2024-04-18,Maradana - Avissawella,Slow/Local,2nd Class,150,133,180,150,73.89
2024-04-18,Maradana - Avissawella,Slow/Local,3rd Class,325,285,290,325,98.28
2024-04-19,Colombo Fort - Badulla,Night Mail,1st Class,32,29,29,27,100.0
2024-04-19,Colombo Fort - Badulla,Night Mail,2nd Class,195,180,180,160,100.0
2024-04-19,Colombo Fort - Badulla,Night Mail,3rd Class,422,380,440,333,86.36
2024-04-19,Colombo Fort - Kandy,Express,1st Class,45,42,42,40,100.0
2024-04-19,Colombo Fort - Kandy,Express,2nd Class,270,252,252,259,100.0
2024-04-19,Colombo Fort - Kandy,Express,3rd Class,585,567,606,538,93.56
2024-04-19,Colombo Fort - Matara,Slow/Local,1st Class,25,24,24,22,100.0
2024-04-19,Colombo Fort - Matara,Slow/Local,2nd Class,150,139,139,136,100.0
2024-04-19,Colombo Fort - Matara,Slow/Local,3rd Class,325,311,337,290,92.28
2024-04-19,Colombo Fort - Ratnapura,Intercity,1st Class,37,34,34,31,100.0
2024-04-19,Colombo Fort - Ratnapura,Intercity,2nd Class,225,210,210,188,100.0
2024-04-19,Colombo Fort - Ratnapura,Intercity,3rd Class,487,464,505,375,91.88
2024-04-19,Colombo Fort - Ratnapura,Slow/Local,1st Class,25,23,23,25,100.0
2024-04-19,Colombo Fort - Ratnapura,Slow/Local,2nd Class,150,141,141,147,100.0
2024-04-19,Colombo Fort - Ratnapura,Slow/Local,3rd Class,325,312,336,314,92.86
2024-04-19,Colombo Fort - Trincomalee,Night Mail,1st Class,32,29,29,27,100.0
2024-04-19,Colombo Fort - Trincomalee,Night Mail,2nd Class,195,180,180,166,100.0
2024-04-19,Colombo Fort - Trincomalee,Night Mail,3rd Class,422,390,440,372,88.64
2024-04-19,Colombo Fort - Vavuniya,Slow/Local,1st Class,25,23,23,23,100.0
2024-04-19,Colombo Fort - Vavuniya,Slow/Local,2nd Class,150,142,142,141,100.0
2024-04-19,Colombo Fort - Vavuniya,Slow/Local,3rd Class,325,309,335,315,92.24
2024-04-19,Kandy - Badulla,Intercity,1st Class,37,35,35,37,100.0
2024-04-19,Kandy - Badulla,Intercity,2nd Class,225,215,215,223,100.0
2024-04-19,Kandy - Badulla,Intercity,3rd Class,487,474,499,479,94.99
2024-04-19,Maradana - Avissawella,Intercity,1st Class,37,34,34,34,100.0
2024-04-19,Maradana - Avissawella,Intercity,2nd Class,225,208,208,211,100.0
2024-04-19,Maradana - Avissawella,Intercity,3rd Class,487,466,507,410,91.91
2024-04-20,Colombo Fort - Jaffna,Slow/Local,1st Class,25,24,24,23,100.0
2024-04-20,Colombo Fort - Jaffna,Slow/Local,2nd Class,150,142,142,148,100.0
2024-04-20,Colombo Fort - Jaffna,Slow/Local,3rd Class,325,312,334,322,93.41
2024-04-20,Colombo Fort - Matara,Intercity,1st Class,37,35,35,37,100.0
2024-04-20,Colombo Fort - Matara,Intercity,2nd Class,225,217,217,209,100.0
2024-04-20,Colombo Fort - Matara,Intercity,3rd Class,487,462,497,445,92.96
2024-04-20,Colombo Fort - Negombo,Express,1st Class,45,41,41,44,100.0
2024-04-20,Colombo Fort - Negombo,Express,2nd Class,270,249,249,257,100.0
2024-04-20,Colombo Fort - Negombo,Express,3rd Class,585,539,610,585,88.36
2024-04-20,Colombo Fort - Puttalam,Intercity,1st Class,37,35,35,37,100.0
2024-04-20,Colombo Fort - Puttalam,Intercity,2nd Class,225,221,221,219,100.0
2024-04-20,Colombo Fort - Puttalam,Intercity,3rd Class,487,462,493,470,93.71
2024-04-21,Colombo Fort - Galle,Slow/Local,1st Class,25,24,24,24,100.0
2024-04-21,Colombo Fort - Galle,Slow/Local,2nd Class,150,144,144,150,100.0
2024-04-21,Colombo Fort - Galle,Slow/Local,3rd Class,325,312,332,325,93.98
2024-04-21,Colombo Fort - Jaffna,Intercity,1st Class,37,35,35,37,100.0
2024-04-21,Colombo Fort - Jaffna,Intercity,2nd Class,225,210,210,205,100.0
2024-04-21,Colombo Fort - Jaffna,Intercity,3rd Class,487,463,504,472,91.87
2024-04-21,Colombo Fort - Kandy,Slow/Local,1st Class,25,24,24,24,100.0
2024-04-21,Colombo Fort - Kandy,Slow/Local,2nd Class,150,141,141,150,100.0
2024-04-21,Colombo Fort - Kandy,Slow/Local,3rd Class,325,312,335,316,93.13
2024-04-21,Colombo Fort - Negombo,Intercity,1st Class,37,34,34,37,100.0
2024-04-21,Colombo Fort - Negombo,Intercity,2nd Class,225,212,212,217,100.0
2024-04-21,Colombo Fort - Negombo,Intercity,3rd Class,487,456,503,477,90.66
2024-04-21,Colombo Fort - Ratnapura,Slow/Local,1st Class,25,24,24,25,100.0
2024-04-21,Colombo Fort - Ratnapura,Slow/Local,2nd Class,150,141,141,150,100.0
2024-04-21,Colombo Fort - Ratnapura,Slow/Local,3rd Class,325,312,335,305,93.13
2024-04-21,Maradana - Avissawella,Slow/Local,1st Class,25,23,23,25,100.0
2024-04-21,Maradana - Avissawella,Slow/Local,2nd Class,150,145,145,142,100.0
2024-04-21,Maradana - Avissawella,Slow/Local,3rd Class,325,311,332,318,93.67
2024-04-22,Colombo Fort - Badulla,Slow/Local,1st Class,25,22,30,25,73.33
2024-04-22,Colombo Fort - Badulla,Slow/Local,2nd Class,150,133,180,150,73.89
2024-04-22,Colombo Fort - Badulla,Slow/Local,3rd Class,325,287,290,325,98.97
2024-04-22,Colombo Fort - Jaffna,Slow/Local,1st Class,25,23,30,23,76.67
2024-04-22,Colombo Fort - Jaffna,Slow/Local,2nd Class,150,136,180,123,75.56
2024-04-22,Colombo Fort - Jaffna,Slow/Local,3rd Class,325,289,290,294,99.66
2024-04-22,Colombo Fort - Kandy,Express,1st Class,45,40,40,36,100.0
2024-04-22,Colombo Fort - Kandy,Express,2nd Class,270,239,239,240,100.0
2024-04-22,Colombo Fort - Kandy,Express,3rd Class,585,536,621,476,86.31
2024-04-22,Colombo Fort - Kandy,Slow/Local,1st Class,25,23,30,17,76.67
2024-04-22,Colombo Fort - Kandy,Slow/Local,2nd Class,150,134,180,101,74.44
2024-04-22,Colombo Fort - Kandy,Slow/Local,3rd Class,325,288,290,195,99.31
2024-04-22,Colombo Fort - Negombo,Slow/Local,1st Class,25,23,30,21,76.67
2024-04-22,Colombo Fort - Negombo,Slow/Local,2nd Class,150,131,180,127,72.78
2024-04-22,Colombo Fort - Negombo,Slow/Local,3rd Class,325,288,290,292,99.31
2024-04-22,Colombo Fort - Ratnapura,Intercity,1st Class,37,33,33,29,100.0
2024-04-22,Colombo Fort - Ratnapura,Intercity,2nd Class,225,201,201,186,100.0
2024-04-22,Colombo Fort - Ratnapura,Intercity,3rd Class,487,449,515,385,87.18
2024-04-22,Colombo Fort - Trincomalee,Express,1st Class,45,42,54,45,77.78
2024-04-22,Colombo Fort - Trincomalee,Express,2nd Class,270,225,324,266,69.44
2024-04-22,Colombo Fort - Trincomalee,Express,3rd Class,585,521,522,585,99.81
2024-04-22,Colombo Fort - Trincomalee,Intercity,1st Class,37,34,34,30,100.0
2024-04-22,Colombo Fort - Trincomalee,Intercity,2nd Class,225,201,201,209,100.0
2024-04-22,Colombo Fort - Trincomalee,Intercity,3rd Class,487,452,514,414,87.94
2024-04-23,Colombo Fort - Anuradhapura,Intercity,1st Class,37,33,44,31,75.0
2024-04-23,Colombo Fort - Anuradhapura,Intercity,2nd Class,225,203,270,187,75.19
2024-04-23,Colombo Fort - Anuradhapura,Intercity,3rd Class,487,434,435,435,99.77
2024-04-23,Colombo Fort - Badulla,Slow/Local,1st Class,25,23,30,23,76.67
2024-04-23,Colombo Fort - Badulla,Slow/Local,2nd Class,150,134,180,147,74.44
2024-04-23,Colombo Fort - Badulla,Slow/Local,3rd Class,325,288,290,310,99.31
2024-04-23,Colombo Fort - Galle,Slow/Local,1st Class,25,23,23,25,100.0
2024-04-23,Colombo Fort - Galle,Slow/Local,2nd Class,150,132,132,150,100.0
2024-04-23,Colombo Fort - Galle,Slow/Local,3rd Class,325,294,345,315,85.22
2024-04-23,Colombo Fort - Matara,Intercity,1st Class,37,34,34,37,100.0
2024-04-23,Colombo Fort - Matara,Intercity,2nd Class,225,202,202,221,100.0
2024-04-23,Colombo Fort - Matara,Intercity,3rd Class,487,452,513,487,88.11
2024-04-23,Colombo Fort - Ratnapura,Express,1st Class,45,42,42,43,100.0
2024-04-23,Colombo Fort - Ratnapura,Express,2nd Class,270,240,240,267,100.0
2024-04-23,Colombo Fort - Ratnapura,Express,3rd Class,585,559,618,585,90.45
2024-04-23,Colombo Fort - Trincomalee,Intercity,1st Class,37,33,33,26,100.0
2024-04-23,Colombo Fort - Trincomalee,Intercity,2nd Class,225,203,203,189,100.0
2024-04-23,Colombo Fort - Trincomalee,Intercity,3rd Class,487,448,513,373,87.33
2024-04-23,Colombo Fort - Vavuniya,Intercity,1st Class,37,34,34,36,100.0
2024-04-23,Colombo Fort - Vavuniya,Intercity,2nd Class,225,201,201,225,100.0
2024-04-23,Colombo Fort - Vavuniya,Intercity,3rd Class,487,453,514,484,88.13
2024-04-23,Colombo Fort - Vavuniya,Slow/Local,1st Class,25,23,30,25,76.67
2024-04-23,Colombo Fort - Vavuniya,Slow/Local,2nd Class,150,134,180,150,74.44
2024-04-23,Colombo Fort - Vavuniya,Slow/Local,3rd Class,325,287,290,310,98.97
2024-04-24,Colombo Fort - Badulla,Express,1st Class,45,40,40,45,100.0
2024-04-24,Colombo Fort - Badulla,Express,2nd Class,270,244,244,270,100.0
2024-04-24,Colombo Fort - Badulla,Express,3rd Class,585,538,616,585,87.34
2024-04-24,Colombo Fort - Jaffna,Slow/Local,1st Class,25,23,30,21,76.67
2024-04-24,Colombo Fort - Jaffna,Slow/Local,2nd Class,150,133,180,135,73.89
2024-04-24,Colombo Fort - Jaffna,Slow/Local,3rd Class,325,288,290,296,99.31
2024-04-24,Colombo Fort - Kandy,Night Mail,1st Class,32,25,38,32,65.79
2024-04-24,Colombo Fort - Kandy,Night Mail,2nd Class,195,171,234,195,73.08
2024-04-24,Colombo Fort - Kandy,Night Mail,3rd Class,422,338,377,422,89.66
2024-04-24,Colombo Fort - Kandy,Slow/Local,1st Class,25,21,30,25,70.0
2024-04-24,Colombo Fort - Kandy,Slow/Local,2nd Class,150,131,180,150,72.78
2024-04-24,Colombo Fort - Kandy,Slow/Local,3rd Class,325,289,290,325,99.66
2024-04-24,Colombo Fort - Matara,Express,1st Class,45,40,54,41,74.07
2024-04-24,Colombo Fort - Matara,Express,2nd Class,270,218,324,259,67.28
2024-04-24,Colombo Fort - Matara,Express,3rd Class,585,451,522,522,86.4
2024-04-24,Colombo Fort - Negombo,Slow/Local,1st Class,25,23,30,20,76.67
2024-04-24,Colombo Fort - Negombo,Slow/Local,2nd Class,150,131,180,121,72.78
2024-04-24,Colombo Fort - Negombo,Slow/Local,3rd Class,325,289,290,263,99.66
2024-04-24,Colombo Fort - Puttalam,Slow/Local,1st Class,25,23,30,23,76.67
2024-04-24,Colombo Fort - Puttalam,Slow/Local,2nd Class,150,133,180,150,73.89
2024-04-24,Colombo Fort - Puttalam,Slow/Local,3rd Class,325,289,290,314,99.66
2024-04-24,Colombo Fort - Trincomalee,Express,1st Class,45,42,42,43,100.0
2024-04-24,Colombo Fort - Trincomalee,Express,2nd Class,270,228,228,270,100.0
2024-04-24,Colombo Fort - Trincomalee,Express,3rd Class,585,554,630,585,87.94
2024-04-24,Colombo Fort - Trincomalee,Intercity,1st Class,37,33,33,37,100.0
2024-04-24,Colombo Fort - Trincomalee,Intercity,2nd Class,225,201,201,219,100.0
2024-04-24,Colombo Fort - Trincomalee,Intercity,3rd Class,487,448,515,487,86.99
2024-04-24,Kandy - Badulla,Intercity,1st Class,37,34,34,37,100.0
2024-04-24,Kandy - Badulla,Intercity,2nd Class,225,202,202,223,100.0
